Price,Close,High,Low,Open,Volume
Ticker,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD
Datetime,,,,,
2025-05-17 00:00:00+00:00,2.364403009414673,2.380467653274536,2.3641276359558105,2.380452871322632,3564032
2025-05-17 00:30:00+00:00,2.3578898906707764,2.3635640144348145,2.350799083709717,2.3635640144348145,74634496
2025-05-17 01:00:00+00:00,2.3373630046844482,2.3583505153656006,2.3370625972747803,2.3583505153656006,19027712
2025-05-17 01:30:00+00:00,2.3276970386505127,2.3371708393096924,2.3176143169403076,2.3368427753448486,45906688
2025-05-17 02:00:00+00:00,2.343615770339966,2.343615770339966,2.32309889793396,2.328216552734375,176640
2025-05-17 02:30:00+00:00,2.344959259033203,2.350137710571289,2.343200922012329,2.343438148498535,5623040
2025-05-17 03:00:00+00:00,2.345707416534424,2.350797653198242,2.340442180633545,2.3457939624786377,114688
2025-05-17 03:30:00+00:00,2.3679873943328857,2.3679873943328857,2.3472819328308105,2.3472819328308105,3116800
2025-05-17 04:00:00+00:00,2.375483989715576,2.375483989715576,2.366596221923828,2.368968963623047,0
2025-05-17 04:30:00+00:00,2.3743348121643066,2.3798205852508545,2.3733198642730713,2.3771262168884277,4525312
2025-05-17 05:00:00+00:00,2.372488021850586,2.3761990070343018,2.370306968688965,2.3745107650756836,820480
2025-05-17 05:30:00+00:00,2.3667359352111816,2.373549222946167,2.3667359352111816,2.3725595474243164,0
2025-05-17 06:00:00+00:00,2.3688323497772217,2.3742034435272217,2.3663365840911865,2.366539478302002,189696
2025-05-17 06:30:00+00:00,2.3735463619232178,2.375016450881958,2.3663582801818848,2.3663582801818848,0
2025-05-17 07:00:00+00:00,2.387747049331665,2.3879294395446777,2.373662233352661,2.373662233352661,11580416
2025-05-17 07:30:00+00:00,2.377735137939453,2.3883111476898193,2.373448133468628,2.387582778930664,0
2025-05-17 08:00:00+00:00,2.3771419525146484,2.3800950050354004,2.3702611923217773,2.379958152770996,0
2025-05-17 08:30:00+00:00,2.3689935207366943,2.3806538581848145,2.3689935207366943,2.377424955368042,0
2025-05-17 09:00:00+00:00,2.358153820037842,2.369311571121216,2.35803484916687,2.3691177368164062,4646400
2025-05-17 09:30:00+00:00,2.3628275394439697,2.3654041290283203,2.3582844734191895,2.3582844734191895,1087744
2025-05-17 10:00:00+00:00,2.372572183609009,2.372572183609009,2.3602445125579834,2.362656593322754,5118464
2025-05-17 10:30:00+00:00,2.355973720550537,2.3734498023986816,2.3558287620544434,2.372255802154541,10086656
2025-05-17 11:00:00+00:00,2.3451688289642334,2.3558313846588135,2.3451688289642334,2.3558313846588135,0
