Price,Close,High,Low,Open,Volume
Ticker,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD
Datetime,,,,,
2025-05-19 00:00:00+00:00,168.05682373046875,173.78504943847656,168.05682373046875,173.78504943847656,0
2025-05-19 01:00:00+00:00,168.23316955566406,168.319580078125,166.85264587402344,168.11683654785156,162111488
2025-05-19 02:00:00+00:00,166.64407348632812,168.29710388183594,166.28973388671875,168.13294982910156,91524352
2025-05-19 03:00:00+00:00,165.59109497070312,166.80784606933594,165.2184295654297,166.6577606201172,64618496
2025-05-19 04:00:00+00:00,163.29150390625,166.69700622558594,163.07608032226562,165.52993774414062,246703104
2025-05-19 05:00:00+00:00,162.82882690429688,163.6131134033203,162.77261352539062,163.31016540527344,109774848
2025-05-19 06:00:00+00:00,160.40750122070312,163.1531524658203,160.40750122070312,162.810302734375,157007360
2025-05-19 07:00:00+00:00,161.96896362304688,162.29136657714844,159.74765014648438,160.2295684814453,194809856
2025-05-19 08:00:00+00:00,161.48484802246094,162.28842163085938,161.2786407470703,161.96600341796875,0
2025-05-19 09:00:00+00:00,161.80555725097656,162.5225830078125,160.83909606933594,161.50180053710938,101832704
2025-05-19 10:00:00+00:00,161.9351043701172,161.97561645507812,160.96267700195312,161.79713439941406,55606272
2025-05-19 11:00:00+00:00,162.45970153808594,162.55355834960938,161.39962768554688,161.89248657226562,29768704
2025-05-19 12:00:00+00:00,160.4610595703125,162.4341583251953,160.37298583984375,162.4341583251953,48724992
2025-05-19 13:00:00+00:00,163.1914520263672,163.35797119140625,160.5054931640625,160.5054931640625,144031744
2025-05-19 14:00:00+00:00,163.90394592285156,163.9893341064453,162.04212951660156,163.18345642089844,0
2025-05-19 15:00:00+00:00,164.2319793701172,164.5786590576172,163.57455444335938,163.8526153564453,0
2025-05-19 16:00:00+00:00,165.5590057373047,165.5590057373047,162.9110565185547,164.23992919921875,0
2025-05-19 17:00:00+00:00,165.7983856201172,167.14816284179688,165.55479431152344,165.55479431152344,0
2025-05-19 18:00:00+00:00,164.68707275390625,165.8915252685547,163.8650360107422,165.77210998535156,0
2025-05-19 19:00:00+00:00,166.41575622558594,166.80467224121094,164.5762939453125,164.7182159423828,0
2025-05-19 20:00:00+00:00,165.82725524902344,167.53663635253906,165.78106689453125,166.4935302734375,0
2025-05-19 21:00:00+00:00,166.66123962402344,166.66123962402344,165.49691772460938,165.85220336914062,0
2025-05-19 22:00:00+00:00,165.89288330078125,166.66098022460938,165.31654357910156,166.66098022460938,0
2025-05-19 23:00:00+00:00,166.85855102539062,166.97080993652344,165.8377227783203,165.88734436035156,0
2025-05-20 00:00:00+00:00,167.05967712402344,169.02024841308594,166.85366821289062,166.85366821289062,0
2025-05-20 01:00:00+00:00,170.3279266357422,170.37924194335938,167.07662963867188,167.07998657226562,6644224
2025-05-20 02:00:00+00:00,170.48109436035156,172.82200622558594,170.13844299316406,170.2100067138672,185165312
2025-05-20 03:00:00+00:00,169.0108642578125,170.53273010253906,168.5037841796875,170.53273010253906,42714112
2025-05-20 04:00:00+00:00,170.1605987548828,170.30992126464844,168.61355590820312,169.04083251953125,0
2025-05-20 05:00:00+00:00,169.60789489746094,170.5808868408203,169.5155029296875,170.15733337402344,0
2025-05-20 06:00:00+00:00,168.59490966796875,169.44528198242188,168.04876708984375,169.3762664794922,0
2025-05-20 07:00:00+00:00,167.58273315429688,168.53829956054688,167.32371520996094,168.53829956054688,0
2025-05-20 08:00:00+00:00,167.547119140625,167.8379669189453,166.52581787109375,167.57147216796875,6711040
2025-05-20 09:00:00+00:00,167.37396240234375,168.02011108398438,167.3701934814453,167.55230712890625,0
2025-05-20 10:00:00+00:00,166.23757934570312,167.40283203125,166.09130859375,167.3670654296875,68860672
2025-05-20 11:00:00+00:00,166.3461151123047,166.70216369628906,165.38235473632812,166.23602294921875,12173056
2025-05-20 12:00:00+00:00,166.01904296875,166.4197235107422,165.36880493164062,166.39654541015625,0
2025-05-20 13:00:00+00:00,165.74752807617188,166.45590209960938,165.07528686523438,166.02601623535156,0
2025-05-20 14:00:00+00:00,166.05337524414062,166.51602172851562,164.7952423095703,165.67807006835938,0
2025-05-20 15:00:00+00:00,166.8693389892578,167.14544677734375,165.7930145263672,166.02000427246094,3424000
2025-05-20 16:00:00+00:00,165.58718872070312,167.00234985351562,165.56192016601562,166.82261657714844,0
2025-05-20 17:00:00+00:00,167.9932403564453,168.1726837158203,165.57643127441406,165.5923309326172,0
2025-05-20 18:00:00+00:00,164.83250427246094,167.96827697753906,164.83250427246094,167.96827697753906,0
2025-05-20 19:00:00+00:00,168.6355743408203,168.87078857421875,164.84747314453125,164.90560913085938,38884864
2025-05-20 20:00:00+00:00,168.4700469970703,169.00669860839844,167.47288513183594,168.50608825683594,43310336
2025-05-20 21:00:00+00:00,168.32272338867188,169.17730712890625,167.4381866455078,168.4694061279297,0
2025-05-20 22:00:00+00:00,167.7301483154297,168.2693634033203,166.5629425048828,168.2693634033203,12890880
2025-05-20 23:00:00+00:00,168.47894287109375,169.036376953125,167.75929260253906,167.75929260253906,63047680
2025-05-21 00:00:00+00:00,168.1309356689453,168.921875,167.7930450439453,168.49234008789062,0
2025-05-21 01:00:00+00:00,168.6011505126953,169.0021209716797,168.08041381835938,168.12515258789062,0
2025-05-21 02:00:00+00:00,168.87901306152344,168.87901306152344,167.126220703125,168.57891845703125,0
2025-05-21 03:00:00+00:00,170.03677368164062,170.72869873046875,168.82278442382812,168.86248779296875,15024896
2025-05-21 04:00:00+00:00,170.44895935058594,171.05177307128906,169.4652862548828,170.02923583984375,55156736
2025-05-21 05:00:00+00:00,170.98573303222656,171.65127563476562,170.41226196289062,170.4529571533203,79531520
2025-05-21 06:00:00+00:00,171.12094116210938,171.37396240234375,170.036376953125,170.94369506835938,56015360
2025-05-21 07:00:00+00:00,168.85116577148438,171.1515655517578,168.55099487304688,171.11154174804688,57070848
2025-05-21 08:00:00+00:00,168.3880157470703,169.36402893066406,168.3880157470703,168.85317993164062,0
2025-05-21 09:00:00+00:00,167.81556701660156,168.3629150390625,167.54373168945312,168.3629150390625,27038464
2025-05-21 10:00:00+00:00,168.21051025390625,168.4757080078125,167.738037109375,167.81553649902344,0
2025-05-21 11:00:00+00:00,169.4005889892578,169.57327270507812,168.16152954101562,168.1905975341797,0
2025-05-21 12:00:00+00:00,169.28404235839844,170.04588317871094,168.90452575683594,169.36746215820312,0
2025-05-21 13:00:00+00:00,170.1479034423828,170.1479034423828,168.64366149902344,169.29119873046875,0
2025-05-21 14:00:00+00:00,172.44647216796875,172.44647216796875,169.53636169433594,169.61082458496094,126577664
2025-05-21 15:00:00+00:00,172.31240844726562,173.4901580810547,171.52415466308594,172.45828247070312,288922112
2025-05-21 16:00:00+00:00,173.8339080810547,174.693603515625,171.5803680419922,172.2897186279297,193630208
2025-05-21 17:00:00+00:00,166.42501831054688,173.8083038330078,166.42501831054688,173.74014282226562,582139392
2025-05-21 18:00:00+00:00,168.31149291992188,168.96969604492188,166.71983337402344,166.71983337402344,144760832
2025-05-21 19:00:00+00:00,171.13504028320312,171.14317321777344,167.4803924560547,168.2674102783203,65665536
2025-05-21 20:00:00+00:00,169.89822387695312,171.25823974609375,169.53805541992188,171.05799865722656,0
2025-05-21 21:00:00+00:00,170.2230224609375,170.7657470703125,169.6014862060547,169.83331298828125,0
2025-05-21 22:00:00+00:00,171.81748962402344,171.8320770263672,170.00143432617188,170.19688415527344,73078272
2025-05-21 23:00:00+00:00,173.66940307617188,175.5224151611328,171.370849609375,171.8148193359375,318765056
