Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2025-05-19 00:00:00+00:00,105256.9296875,107038.7890625,105244.546875,106516.1640625,0
2025-05-19 01:00:00+00:00,105068.890625,105352.765625,104766.03125,105272.5703125,2186604544
2025-05-19 02:00:00+00:00,104627.8125,105149.5625,104613.4375,105045.6875,257662976
2025-05-19 03:00:00+00:00,103606.625,104636.046875,103606.625,104636.046875,1571553280
2025-05-19 04:00:00+00:00,102977.1484375,103705.09375,102838.0234375,103610.1796875,1704247296
2025-05-19 05:00:00+00:00,103023.0625,103086.9375,102674.328125,103013.1328125,2047303680
2025-05-19 06:00:00+00:00,102267.296875,103153.6640625,102112.6875,103045.96875,1694982144
2025-05-19 07:00:00+00:00,103232.515625,103330.0234375,102230.015625,102230.015625,1391636480
2025-05-19 08:00:00+00:00,103191.4453125,103341.0390625,102980.3125,103244.25,80990208
2025-05-19 09:00:00+00:00,103081.265625,103301.9921875,103037.078125,103222.421875,467869696
2025-05-19 10:00:00+00:00,102973.375,103091.453125,102892.4921875,103091.453125,397262848
2025-05-19 11:00:00+00:00,102980.1953125,103055.6640625,102830.8203125,102958.7421875,275591168
2025-05-19 12:00:00+00:00,102406.9765625,102992.2109375,102179.6171875,102992.2109375,791859200
2025-05-19 13:00:00+00:00,103407.671875,103505.59375,102354.0078125,102522.375,1555410944
2025-05-19 14:00:00+00:00,104290.453125,104320.1328125,103254.625,103334.421875,0
2025-05-19 15:00:00+00:00,104832.3203125,104933.6640625,104323.34375,104323.34375,0
2025-05-19 16:00:00+00:00,105357.7265625,105357.7265625,104542.2109375,104872.8125,0
2025-05-19 17:00:00+00:00,105401.8515625,105532.140625,104975.9765625,105362.453125,1622589440
2025-05-19 18:00:00+00:00,104755.359375,105556.34375,104735.4453125,105378.578125,0
2025-05-19 19:00:00+00:00,105494.4296875,105567.3125,104694.828125,104766.5859375,948080640
2025-05-19 20:00:00+00:00,105450.171875,105782.90625,105356.953125,105536.28125,0
2025-05-19 21:00:00+00:00,105480.546875,105482.0859375,105064.5859375,105459.4765625,0
2025-05-19 22:00:00+00:00,105572.0390625,105625.4296875,105237.0078125,105450.6640625,0
2025-05-19 23:00:00+00:00,105610.984375,105806.84375,105487.734375,105561.828125,0
2025-05-20 00:00:00+00:00,105731.234375,106481.71875,105619.671875,105619.671875,0
2025-05-20 01:00:00+00:00,106639.9375,106759.2890625,105748.4140625,105748.4140625,176107520
