,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_λ(O),Exit_λ(O),Entry_λ(H),Exit_λ(H),Entry_λ(L),Exit_λ(L),"Entry_calc_ha_o…(λ(O),O)","Exit_calc_ha_o…(λ(O),O)","Entry_calc_ha_h…(λ(H),calc_ha_o…,O)","Exit_calc_ha_h…(λ(H),calc_ha_o…,O)","Entry_calc_ha_l…(λ(L),calc_ha_o…,O)","Exit_calc_ha_l…(λ(L),calc_ha_o…,O)",Entry_smooth_ha…(calc_ha_o…),Exit_smooth_ha…(calc_ha_o…),Entry_smooth_ha…(O),Exit_smooth_ha…(O),Entry_smooth_ha…(calc_ha_h…),Exit_smooth_ha…(calc_ha_h…),Entry_smooth_ha…(calc_ha_l…),Exit_smooth_ha…(calc_ha_l…),"Entry_calc_scal…(smooth_ha…,smooth_ha…,smooth_ha…,smooth_ha…)_0","Exit_calc_scal…(smooth_ha…,smooth_ha…,smooth_ha…,smooth_ha…)_0","Entry_calc_scal…(smooth_ha…,smooth_ha…,smooth_ha…,smooth_ha…)_1","Exit_calc_scal…(smooth_ha…,smooth_ha…,smooth_ha…,smooth_ha…)_1","Entry_calc_scal…(smooth_ha…,smooth_ha…,smooth_ha…,smooth_ha…)_2","Exit_calc_scal…(smooth_ha…,smooth_ha…,smooth_ha…,smooth_ha…)_2","Entry_calc_scal…(smooth_ha…,smooth_ha…,smooth_ha…,smooth_ha…)_3","Exit_calc_scal…(smooth_ha…,smooth_ha…,smooth_ha…,smooth_ha…)_3",Entry_calc_rsi(C),Exit_calc_rsi(C),Entry_calc_stoc…(calc_rsi(…),Exit_calc_stoc…(calc_rsi(…),Entry_calc_k(calc_stoc…),Exit_calc_k(calc_stoc…),Entry_calc_d(calc_k(ca…),Exit_calc_d(calc_k(ca…),Entry_λ(calc_k(ca…),Exit_λ(calc_k(ca…),Entry_λ(calc_d(ca…),Exit_λ(calc_d(ca…)
20,313,312,321,2.263834259005187,2.2758380747246196,,,3.757194320182351,0.0053024269209120956,2025-05-29 20:15:00+00:00,2025-05-29 22:30:00+00:00,0 days 02:15:00,,2.263834259005187,2.2758380747246196,2.27391,2.2758380747246196,2.263834259005187,2.26808,2.263834259005187,2.2758380747246196,2.27391,2.2758380747246196,2.263834259005187,2.26808,2.2626013885077807,2.2766483620869296,2.2678825000000002,2.27219375,2.272605,2.2767190373623096,2.2626013885077807,2.269375,1.4610098290536486,1.5743192876254712,1.503609744292977,1.538386303137857,1.5417036379769307,1.5748893874510748,1.4610098290536486,1.515648947325968,52.24612354332343,43.75592649708903,0.8038586177788977,0.3667261694750756,0.6125719427310105,0.5599224964056827,0.4277770273688886,0.7522137446523463,9.005755418480838,4.793799712454614,-5.777837810488911,20.1770995721877
21,324,335,344,2.193059000736983,2.2170021855483144,,,7.757591878871445,0.010917711198506597,2025-05-30 02:00:00+00:00,2025-05-30 04:15:00+00:00,0 days 02:15:00,,2.193059000736983,2.2170021855483144,2.2088,2.2170021855483144,2.19167,2.2094,2.193059000736983,2.2170021855483144,2.2088,2.2170021855483144,2.19167,2.2094,2.1926935011054742,2.2186645283224715,2.1969875,2.213045,2.20395,2.2186645283224715,2.1894299999999998,2.20954,0.8971001137813528,1.1065945658019811,0.9317375171412452,1.0612648221343892,0.9879002984593042,1.1065945658019811,0.8707751875453725,1.0329918528676305,43.00060927978378,47.05966002793737,1.0,0.6256251068057149,0.7985040376219926,0.7150593035180784,0.663116871985529,0.8012321606730207,23.880323009759408,17.204744281446274,13.049349758842325,24.09857285384166
22,322,347,351,2.2176862106935396,2.218587263168346,,,0.2901388968877061,0.0004063029613756708,2025-05-30 05:00:00+00:00,2025-05-30 06:00:00+00:00,0 days 01:00:00,,2.2176862106935396,2.218587263168346,2.22381,2.218587263168346,2.2176862106935396,2.2002,2.2176862106935396,2.218587263168346,2.22381,2.218587263168346,2.2176862106935396,2.2002,2.2163318160403094,2.2194996447525193,2.2205425,2.2123687500000004,2.22361,2.219618631584173,2.2163318160403094,2.20535,1.087777817538997,1.1133310055055203,1.121743163668631,1.0558098733564614,1.1464870533193512,1.1142908089390429,1.087777817538997,0.9991933532306221,50.170760616035565,30.81756781834069,0.6984828607443175,0.0,0.7709206719572368,0.30062499791973857,0.7319120370412602,0.5213387838205529,21.673653756578943,-15.950000166420914,18.552962963300814,1.7071027056442318
23,326,363,364,2.1872441021150317,2.186173301057516,,,-0.3490811447501443,-0.0004895663252585392,2025-05-30 09:00:00+00:00,2025-05-30 09:15:00+00:00,0 days 00:15:00,,2.1872441021150317,2.186173301057516,2.19311,2.19153,2.1784,2.18005,2.1872441021150317,2.186173301057516,2.19311,2.19153,2.1784,2.18005,2.1867461531725474,2.186708701586274,2.18667125,2.1851487499999998,2.192965,2.19232,2.18217,2.1792249999999997,0.8491260238166287,0.8488239218058716,0.848521819795111,0.8362406227313045,0.8992901508429468,0.8940872791804478,0.8122126320884103,0.7884568847301752,27.917446621576048,42.71747628818419,0.31503669207623014,1.0,0.4059292582054446,0.59874091387652,0.41860786186378096,0.4836540984093685,-7.525659343564428,7.899273110121598,-6.511371050897523,-1.3076721272505196
24,325,369,376,2.1894415094080477,2.20209696491725,,,4.113023040490793,0.005780220871314468,2025-05-30 10:30:00+00:00,2025-05-30 12:15:00+00:00,0 days 01:45:00,,2.1894415094080477,2.20209696491725,2.1967,2.20209696491725,2.1894415094080477,2.18519,2.1894415094080477,2.20209696491725,2.1967,2.20209696491725,2.1894415094080477,2.18519,2.188996014112071,2.2039141973758754,2.19203625,2.19440375,2.195865,2.2059484824586253,2.187170754704024,2.1869449999999997,0.8672744544008315,0.9876114977484507,0.8917984189723337,0.9108957812373984,0.922682907154957,1.004020992648426,0.8525510583530197,0.8507300153262867,52.102931057755335,45.16158145203281,0.8804072376990907,0.471513164633387,0.8671981984184877,0.5994047017316816,0.845762162496427,0.7750794904727906,29.37585587347901,7.952376138534525,27.66097299971416,22.006359237823247
25,327,388,393,2.1810890068273725,2.1808933283383554,,,-0.06398686590860381,-8.971595767282015e-05,2025-05-30 15:15:00+00:00,2025-05-30 16:30:00+00:00,0 days 01:15:00,,2.1810890068273725,2.1808933283383554,2.201,2.1808933283383554,2.1810890068273725,2.1356,2.1810890068273725,2.1808933283383554,2.201,2.1808933283383554,2.1810890068273725,2.1356,2.1794260102410585,2.184029992507533,2.1895387499999996,2.1645475000000003,2.1965500000000002,2.184029992507533,2.178689503413686,2.1493900000000004,0.7900783273457981,0.8272162015611269,0.871652415907072,0.6700613051544756,0.9282084375252101,0.8272162015611269,0.7841373188165381,0.5477938210857498,60.907549735134225,28.559243601819176,1.0,0.07623816154583295,0.7430267990684832,0.3151071686107057,0.572549832488714,0.492372787619044,19.44214392547866,-14.791426511143545,5.803986599097122,-0.6101769904764751
26,329,397,407,2.1652136455211473,2.1945421544389854,,,9.64907943396874,0.013545318716472021,2025-05-30 17:30:00+00:00,2025-05-30 20:00:00+00:00,0 days 02:30:00,,2.1652136455211473,2.1945421544389854,2.17282,2.1945421544389854,2.1652136455211473,2.1843,2.1652136455211473,2.1945421544389854,2.17282,2.1945421544389854,2.1652136455211473,2.1843,2.163120468281721,2.196688231658478,2.1692462499999996,2.1886975,2.17367,2.196688231658478,2.163120468281721,2.18485,0.6585501999009532,0.9293234787325823,0.7079636202306983,0.8648664999596679,0.7436476566911354,0.9293234787325823,0.6585501999009532,0.8338307655077843,43.86467262676189,48.86939802604171,0.473144682193417,0.4736029031014442,0.5026433231876499,0.5323069637891754,0.3684228800109918,0.6886716951924431,0.2114658550119941,2.5845571031340313,-10.526169599120653,15.093735615395445
27,328,412,414,2.1912174110762184,2.1901368527690543,,,-0.3544231247498004,-0.0004931314901488459,2025-05-30 21:15:00+00:00,2025-05-30 21:45:00+00:00,0 days 00:30:00,,2.1912174110762184,2.1901368527690543,2.19556,2.1901368527690543,2.19106,2.17848,2.1912174110762184,2.1901368527690543,2.19556,2.1901368527690543,2.19106,2.17848,2.1911961166143277,2.1910752791535817,2.1920349999999997,2.18508875,2.19495,2.192853426384527,2.18978,2.18084,0.8850215101583265,0.8840467786850187,0.8917883358877132,0.8357566346696771,0.9153020892151329,0.8983901458782548,0.873598451238202,0.8014842300556583,51.92312265243804,38.815542089969284,0.21774247781459352,0.0,0.26555736075373815,0.07258082593819784,0.31422179455555194,0.1782926588376423,-18.755411139700946,-34.19353392494418,-14.862256435555846,-25.736587292988617
28,341,439,452,2.104425328240822,2.1353995126743457,,,10.562196891831555,0.014718595151777647,2025-05-31 04:00:00+00:00,2025-05-31 07:15:00+00:00,0 days 03:15:00,,2.104425328240822,2.1353995126743457,2.11041,2.1353995126743457,2.0997,2.12728,2.104425328240822,2.1353995126743457,2.11041,2.1353995126743457,2.0997,2.12728,2.102475492361233,2.1366255190115186,2.10774625,2.13221875,2.111755,2.1366255190115186,2.100112828240822,2.1283399999999997,0.16935946084724712,0.4448295475640775,0.21187585706219209,0.4092824876986357,0.2442123094297013,0.4448295475640775,0.1503011070486563,0.37799467613131976,42.101016923462204,53.88435806965869,0.7791417908329342,0.45048614443647467,0.820957729055887,0.42130435311255604,0.729665892760086,0.5920848754445719,25.676618324470965,-6.295651750995518,18.37327142080688,7.366790035565749
29,339,457,466,2.1325352972710734,2.1410517193306076,,,2.8870670781820866,0.003993566751477662,2025-05-31 08:30:00+00:00,2025-05-31 10:45:00+00:00,0 days 02:15:00,,2.1325352972710734,2.1410517193306076,2.13945,2.1410517193306076,2.12785,2.1322,2.1325352972710734,2.1410517193306076,2.13945,2.1410517193306076,2.12785,2.1322,2.1318866959066103,2.142301328995911,2.1335162500000004,2.13761375,2.139625,2.142430859665304,2.12804,2.133,0.4066039840817159,0.49061328543930977,0.4197487295313421,0.4528010809066702,0.46902476405582116,0.4916581403993218,0.37557473582318274,0.41558441558441594,48.182312381188765,52.16315628865661,0.05221113530075265,0.3083119008392135,0.2353913303544962,0.26394073068021723,0.18412823250399693,0.4955925752761752,-21.168693571640304,-18.88474154558262,-25.269741399680246,-0.35259397790598257
30,339,471,498,2.135928178729081,2.189406859043469,,,18.129272626577556,0.025037677224806654,2025-05-31 12:00:00+00:00,2025-05-31 18:45:00+00:00,0 days 06:45:00,,2.135928178729081,2.189406859043469,2.14991,2.18992,2.135928178729081,2.18519,2.135928178729081,2.189406859043469,2.14991,2.18992,2.135928178729081,2.18519,2.135227268093622,2.1898102885652038,2.14099875,2.18798875,2.144915,2.190735,2.1351140893645404,2.1854199999999997,0.43355060170704196,0.873842772970911,0.48010607405017425,0.8591493909816909,0.5116963781560069,0.8813019278857802,0.4326376491452805,0.8384286520932465,66.37519173229654,55.719370543709445,1.0,0.14769089384458675,0.5873762707777358,0.13414646370372627,0.30836593847538163,0.13960956647184233,6.990101662218862,-29.2682829037019,-15.33072492196947,-28.831234682252614
